name,type,str_addr,addr_loc,addr_reg,post_code,phone_num
Racquet Club,Squash Courts,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">207 McDougal Rd, Box 990</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Fort Smith</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0P0</span>",
Yellowknife Gymnastics Club,"Curling Clubs, Rinks & Lessons","<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">24 Industrial Dr SS 31</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R6</span>",
Anna's Home Cooking & Joan's Health & Fitness Club,Clubs,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">3-4 Courtoreille St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 1G2</span>",
Hay River Lions Club,Clubs,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">6-66 Woodland Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 1G1</span>",
Frobisher Racquet Club,Clubs,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">192 Queen Elizabeth</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0H0</span>",
Inuvik Curling Club,Clubs,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">74 Firth St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Inuvik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0T0</span>",
Royal Canadian Legion,Ski Lessons & Clubs,,,,,
Ingamo Hall Friendship Centre,Squash Courts,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Centre Square Mall Yellowknife</span>",,"<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Royal Canadian Legion,Clubs,,,,,
Royal Canadian Legion,Night Clubs,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Yellowknife Ski Club,Ski Lessons & Clubs,,,,,
Frobisher Racquet Club,"Curling Clubs, Rinks & Lessons",,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Elk's Club,Clubs,,,,,
Foxy's Night Club,Night Clubs,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">410 Skyview Ranch Way NE</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Calgary</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T3N 0C6</span>",
Hay River Ski Club,Night Clubs,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Sam Arey Curling Club,Pubs,,,,,
Royal Canadian Legion No 164,Pubs,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Foxy's Night Club,Pubs,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">4802 50 Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 1C4</span>",
Foxy's Night Club,Pubs,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">10-4802 50th Avenue</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3S5</span>",
Sam's Monkey Tree Pub,Pubs,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">3-4 Courtoreille St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 1G2</span>",
The Raven's Pub,Pubs,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Hse 37-012</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Rankin Inlet</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0C 0G0</span>",
Gold Range Hotel,Pubs,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Taloyoak</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0B 1B0</span>",
Harley's Hard Rock Saloon,Pubs,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Sanikiluaq</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0W0</span>",
Back Eddy Cocktail Lounge & Restaurant,Pubs,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0H0</span>",
Hot Shots Pub & Grub,Pubs,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">BLDG T-113</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0H0</span>",
Sam's Monkey Tree Pub,Restaurants,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0H0</span>",
The Raven's Pub,Pubs,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Clyde River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0E0</span>",
Gold Range Hotel,Hotels,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">BLDG 3</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Grise Fiord</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0J0</span>",
Harley's Hard Rock Saloon,Bars,,,,,
Coyote's Bar & Grill,Restaurants,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Back Eddy Cocktail Lounge & Restaurant,Pubs,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>",,
Dog House Sports Bar,Radio Sales & Repair,,,,,
Ice Breaker Lounge,Radio Sales & Repair,,,,,
White Fox Bar & Grill,Radio Stations & Broadcasting Companies,,,,,
Hot Shots Pub & Grub,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R0</span>",
CBC Radio Canada,Radio Stations & Broadcasting Companies,,,,,
C B C - Radio Canada,Radio Stations & Broadcasting Companies,,,,,
CKQN Radio Station,Radio Stations & Broadcasting Companies,,,,,
King William Radio Society,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Chesterfield Inlet Radio Society,Radio Stations & Broadcasting Companies,,,,,
Issatikpaluk Radio Society,Radio Stations & Broadcasting Companies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">1002 14Th St E</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Saskatoon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S7H 0A1</span>",
Arviaqpaluk Radio Society,Radio Stations & Broadcasting Companies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">2816 McConnell Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Saskatoon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S7J 0W5</span>",
King William Radio Society,Radio Stations & Broadcasting Companies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">BLDG 1356</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0H0</span>",
ATS Services,Radio Stations & Broadcasting Companies,,,,,
Arquillijuaq Radio Society,Radio Stations & Broadcasting Companies,,,,,
Community Aerodrome Radio Station (Cars),Radio Stations & Broadcasting Companies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">123 Kam Lake Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N7</span>",
CBC,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2L8</span>",
Hamlet Radio Station,Radio Stations & Broadcasting Companies,,,"<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2G5</span>",
CBC Radio-Canada,Radio Stations & Broadcasting Companies,,,,,
Native Communications Society Of the NWT (NCSNWT),Radio Stations & Broadcasting Companies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">123 Kam Lake Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N7</span>",
CIVR Radio Taiga,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2L8</span>",
CIVR Radio Taiga,Radio Stations & Broadcasting Companies,,,"<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2G5</span>",
Native Communications Society Of the NWT (NCS),Radio Stations & Broadcasting Companies,,,,,
CME North Inc,Radio Stations & Broadcasting Companies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">419 Byrne Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2X7</span>",
C J C D Radio,Radio Stations & Broadcasting Companies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Bldg 192</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>",,
CBC Radio-Canada,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Behchoko</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0Y0</span>",
ATS Services,Radio Stations & Broadcasting Companies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">122 3rd Ave N</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Saskatoon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S7K 2H6</span>",
CBC Telestat Bldg,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Fort Mcpherson</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0J0</span>",
CBC,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Holman</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
C H F P Radio Society,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Inuvik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0T0</span>",
Societe Radio - Canada,Radio Stations & Broadcasting Companies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">111 St Lawrence Cres</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Saskatoon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S7K 1G7</span>",
ATS Services,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Rae Edzo</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Coast Guard-Sealift Office,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Coral Harbour</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0C 0C0</span>",
CBC Radio-Canada,Radio Stations & Broadcasting Companies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">House 37-016</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Rankin Inlet</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0C 0G0</span>",
CBC Radio-Canada,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Rankin Inlet</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0C 0G0</span>",
CBC North,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Rankin Inlet</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0C 0G0</span>",
Allaniq Radio Society,Radio Stations & Broadcasting Companies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Arviat</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0C 0E0</span>",
Societe Radio-Canada,Radio Stations & Broadcasting Companies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Gd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Taloyoak</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0B 1B0</span>",
ATS Services-Community Aerodrome Radio Station,Movie Theatres,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Cambridge Bay</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0B 0C0</span>",
Qikiqtarjuaq Nalauting,Movie Theatres,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Igloolik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0L0</span>",
C B C North,Movie Theatres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">227 Niven Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3Z1</span>",
C B C North Radio,Theatres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">118 Haener Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 0A1</span>",
Riverview Cineplex,Theatres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">5019 51 St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 1S5</span>",
